Customer_ID,Customer_Name,Phone_Number,Email,Policy_Start_Date,Policy_End_Date,Renewal_Status
1152,Thomas Smith,001-462-385-3081,adriennegomez@example.com,2024-07-22,2025-01-18,Expired
1039,Sandra King,001-946-572-9173x8979,wbrown@example.org,2023-08-01,2024-01-28,Expired
1089,Grace Dodson,5167140252,stanley86@example.com,2025-06-21,2027-06-21,Renewed
1187,Paul Stephens,9169000480,gregory19@example.org,2024-10-18,2026-10-18,Renewed
1113,Lori Sanchez,+1-763-453-2307x275,jsmith@example.com,2025-02-17,2027-02-17,Renewed
1139,Lauren Simmons,+1-267-820-2514x7850,fitzgeraldjames@example.org,2024-09-28,2025-09-28,Renewed
1073,Kristin Jenkins,951.825.5154x718,catherineclark@example.com,2024-03-18,2025-03-18,Expired
1097,Danielle Dodson,945-640-2184,rodriguezjohnny@example.net,2023-11-09,2025-11-08,Renewed
1171,Matthew Cox,001-522-619-8660x7771,dpowell@example.org,2025-06-06,2026-06-06,Renewed
1006,James Brewer,758.654.2385,asmith@example.org,2024-04-26,2025-04-26,Expired
1060,Maria Estes,885.268.2942,michelle09@example.org,2023-10-31,2025-10-30,Renewed
1075,Jessica Harrison,370-341-0408x60824,lori10@example.com,2025-05-29,2026-05-29,Renewed
1063,Cynthia Rodriguez,966.899.1224x242,treed@example.com,2025-01-29,2027-01-29,Renewed
1132,Julie Washington,297-583-5218x2216,fowlerrebecca@example.com,2024-02-03,2025-02-02,Expired
1096,Stephanie Smith,954.776.5161x067,richard20@example.org,2024-10-18,2025-10-18,Renewed
1117,Mary Ryan,(669)902-0391x87683,jcharles@example.net,2024-08-10,2026-08-10,Renewed
1058,Ronald Murphy,270.490.8943,angel52@example.com,2024-09-11,2025-03-10,Expired
1150,Mary Rodriguez,001-409-688-6224x34703,martineztimothy@example.org,2025-07-11,2027-07-11,Renewed
1133,Diane Potter,9484781531,kpierce@example.org,2024-12-02,2026-12-02,Renewed
1190,Ashley Reese,001-268-627-9099x36974,browngregory@example.com,2023-10-24,2025-10-23,Renewed
1059,Thomas Hudson,(909)722-5072x25945,hannahmorgan@example.com,2024-02-21,2025-02-20,Expired
1193,Stanley Garcia,923.610.4165x1499,lcampbell@example.com,2025-03-11,2025-09-07,Renewed
1078,Renee Walker,001-975-492-5162x189,burtonbrandi@example.net,2025-05-05,2027-05-05,Renewed
1137,Dustin Nelson,+1-762-368-3980x70096,kellyrichmond@example.com,2024-08-16,2025-08-16,Pending
1076,Kimberly Rose,435-809-5168x058,eatkinson@example.org,2024-04-24,2024-10-21,Expired
1155,James Martin,5828026013,michaelmitchell@example.net,2025-03-24,2025-09-20,Renewed
1138,Timothy Calderon,498-382-3806x66148,sweeneydesiree@example.net,2024-12-01,2025-12-01,Renewed
1174,John Barber,(915)753-6819x9278,andersonelizabeth@example.net,2023-09-15,2024-09-14,Expired
1032,Daniel Medina,(373)648-2601x7760,udavis@example.net,2025-03-12,2026-03-12,Renewed
1200,Chad Stevenson,568.648.9959,tylerlewis@example.net,2025-05-31,2027-05-31,Renewed
1115,Michael Lewis,937-600-2004,lobrien@example.org,2025-07-19,2026-01-15,Renewed
1148,Joshua Johnson,577.520.3795,pattersontina@example.org,2025-05-19,2025-11-15,Renewed
1009,Jason Caldwell,+1-891-652-7348x69270,kara58@example.com,2023-09-17,2024-03-15,Expired
1085,Pamela Lopez,001-651-589-1674x601,linda53@example.net,2024-12-06,2026-12-06,Renewed
1183,Taylor James,(590)667-2007x32940,fquinn@example.org,2024-11-13,2025-05-12,Expired
1120,Hunter Smith,(235)638-0215,jonesdestiny@example.com,2024-11-29,2025-05-28,Expired
1033,Christina Marquez,744-456-0034x71247,michael01@example.org,2024-02-11,2026-02-10,Renewed
1014,Laura Hernandez,(992)671-8265x351,laurahansen@example.net,2025-02-16,2025-08-15,Pending
1094,Andrew Clark,001-215-997-3195,kirstengonzalez@example.com,2024-06-29,2025-06-29,Expired
1177,Rose Crawford,606.622.2915x800,karen26@example.net,2025-05-31,2027-05-31,Renewed
1154,Angelica Padilla,588-648-7375,rjones@example.com,2025-02-27,2025-08-26,Pending
1026,Heather Hooper,8772614394,amanda93@example.com,2025-04-03,2026-04-03,Renewed
1165,Alice Martinez,001-913-623-3819x78810,brentgriffin@example.com,2025-03-14,2025-09-10,Renewed
1131,Mark Ruiz,001-640-664-7743x9441,karen99@example.org,2024-12-17,2025-06-15,Expired
1011,Heather Rivera,+1-378-543-9399,ashleynguyen@example.net,2024-06-16,2024-12-13,Expired
1093,Krista Lowe,001-200-722-0287,rshaffer@example.com,2023-10-06,2024-04-03,Expired
1068,Kimberly Murray,(249)402-0228x2806,josephrodriguez@example.org,2023-10-27,2024-04-24,Expired
1084,James Jones,001-618-409-3743x128,woodkimberly@example.net,2023-08-01,2025-07-31,Pending
1170,James Ruiz,542-913-3079,wilsoncory@example.org,2024-06-19,2026-06-19,Renewed
1019,Carolyn Morrow,001-454-966-6550,hstafford@example.org,2024-02-18,2025-02-17,Expired
1102,Joseph Rodriguez,001-205-275-8662x7378,ywright@example.org,2023-09-03,2025-09-02,Renewed
1114,Kevin Mills,347-517-0230,james97@example.org,2024-09-06,2025-03-05,Expired
1066,David Simpson,7972672641,amoore@example.net,2023-08-16,2025-08-15,Pending
1122,Kevin Dillon,001-810-323-8761x7671,donna67@example.org,2024-11-15,2025-05-14,Expired
1025,Barbara Parker,+1-699-692-3831,fergusonmelissa@example.com,2025-02-25,2026-02-25,Renewed
1008,Brandi Simpson,483.767.1674x1298,coxvanessa@example.com,2024-11-04,2025-05-03,Expired
1158,Stephen Spencer,+1-968-950-8559x053,angeladuncan@example.com,2025-04-16,2026-04-16,Renewed
1178,Michaela Conner,+1-724-425-6171x271,tashacummings@example.org,2025-05-15,2025-11-11,Renewed
1141,Toni Andrews,420.501.9783x2870,hallen@example.org,2025-01-11,2027-01-11,Renewed
1126,Catherine Cole,001-739-251-4222x34745,jacob31@example.org,2024-12-09,2025-06-07,Expired
1012,Kristen Vazquez,694.334.1881x412,smithrobert@example.net,2024-08-16,2025-02-12,Expired
1037,Mark Smith,235-435-9933,jeremygray@example.org,2024-04-18,2025-04-18,Expired
1128,Rachel Benton,(707)955-6169x3997,brandondean@example.org,2023-10-06,2024-04-03,Expired
1142,Sonya Page,624-786-5661x09760,lauren65@example.com,2024-09-18,2026-09-18,Renewed
1041,Dr. Crystal Owens MD,863.799.4920x27082,castanedalaura@example.org,2025-02-11,2025-08-10,Pending
1082,Tammy Garrett,(811)808-6696x867,umartinez@example.net,2025-06-20,2027-06-20,Renewed
1124,Robert Martin,6485226483,sarahmartinez@example.net,2023-12-09,2024-06-06,Expired
1074,Melissa Larson,6932032138,phillipsdavid@example.org,2025-07-18,2027-07-18,Renewed
1099,Danielle Elliott,(360)656-8693x4947,wendycordova@example.org,2024-05-26,2026-05-26,Renewed
1162,Carla Grimes,001-798-337-9995,dakotagamble@example.org,2025-02-12,2027-02-12,Renewed
1127,Laura Eaton,402-538-7401x757,dana90@example.com,2024-10-20,2025-10-20,Renewed
1167,Robert Pruitt,001-838-444-5706x439,johnsonjames@example.net,2024-05-28,2024-11-24,Expired
1072,Laura Roberts,001-221-683-1797,zwhite@example.org,2023-09-28,2024-03-26,Expired
1045,Anna Mcguire,947-722-4449x54889,rioslinda@example.net,2024-08-04,2026-08-04,Renewed
1188,Kimberly Lucero,+1-502-636-9181x73609,marissabrown@example.net,2024-11-28,2025-05-27,Expired
1143,Brittany Paul,001-603-308-8867x732,qpittman@example.org,2024-11-06,2025-11-06,Renewed
1065,Amanda Blankenship,(775)638-2972,ingrammatthew@example.org,2025-01-28,2026-01-28,Renewed
1036,John Snyder,590.342.9462x8205,berrydarren@example.org,2024-07-17,2025-07-17,Expired
1194,Samuel Gomez,(657)999-7900x4900,jordan70@example.org,2025-04-20,2025-10-17,Renewed
1052,Beth Mooney,6334742567,anthony44@example.com,2025-01-04,2025-07-03,Expired
1061,Laura Bell,(828)419-8278x8291,esmith@example.org,2023-11-16,2024-11-15,Expired
1111,Christopher Marquez,463-751-8431x46586,nicholasnichols@example.net,2024-09-09,2025-03-08,Expired
1054,Marc Gonzales,001-977-289-3635x620,schultztaylor@example.com,2023-11-08,2025-11-07,Renewed
1092,Timothy Jimenez,550.440.5804x003,vlee@example.com,2024-02-29,2024-08-27,Expired
1134,Sandra Davis,938-203-5453,lisamathews@example.org,2024-12-04,2026-12-04,Renewed
1015,Bryan Moore,001-285-816-5376x43832,jeffreymccall@example.net,2025-06-18,2025-12-15,Renewed
1024,James Hill,879.962.8287x30397,lisawhite@example.net,2025-02-04,2026-02-04,Renewed
1156,Morgan Harrell,593.865.3606x340,ninaking@example.com,2024-08-20,2025-02-16,Expired
1110,Daniel Mitchell,+1-691-389-5786x481,coxbryan@example.net,2024-04-19,2025-04-19,Expired
1057,Christy Moore,001-320-690-7002x736,justin80@example.com,2023-08-23,2024-08-22,Expired
1002,James Mack,231.803.9390,amendoza@example.com,2025-01-25,2025-07-24,Expired
1196,Shane Mccormick,445.456.3113x581,gutierrezkyle@example.org,2025-03-17,2025-09-13,Renewed
1030,Michelle Thomas,494.481.5116,fmelendez@example.net,2024-09-21,2025-03-20,Expired
1198,Jennifer Wright,(525)651-5788x2353,oharris@example.net,2024-12-09,2026-12-09,Renewed
1029,Carol Woodward,+1-406-640-2696,brandontorres@example.org,2024-05-01,2025-05-01,Expired
1048,Henry Vincent,611-460-3158x30637,nathan50@example.net,2025-03-13,2027-03-13,Renewed
1087,Mark West,483.404.5002x6041,ihernandez@example.org,2024-05-15,2024-11-11,Expired
1189,Christopher Johnson,(968)925-4101x817,xpatel@example.com,2025-03-30,2025-09-26,Renewed
1186,Travis Daniel,649.803.1745,christina00@example.net,2024-10-14,2026-10-14,Renewed
1185,Roy Grant,+1-802-367-7357x364,rmoore@example.net,2025-01-04,2027-01-04,Renewed
1018,Jason Watson,(908)989-8784x33275,davidnguyen@example.com,2024-04-07,2024-10-04,Expired
1077,Edward Harris,(863)433-0511,tanya45@example.com,2025-02-05,2027-02-05,Renewed
1049,Ricky Morales,(621)227-3444x861,kaylalevine@example.com,2023-09-14,2025-09-13,Renewed
1083,Sandra Clark,001-484-827-1304,alvarezkathryn@example.org,2023-12-16,2025-12-15,Renewed
1020,Emily Brooks,791.637.9394x4767,james27@example.net,2025-06-13,2026-06-13,Renewed
1100,Mrs. Nicole Buckley,906-862-4959,curtismitchell@example.net,2024-07-16,2025-07-16,Expired
1146,Alyssa Wong,638-530-4457,vanessareynolds@example.com,2024-01-19,2026-01-18,Renewed
1070,Deborah Bennett,+1-312-901-6778x9619,tom87@example.org,2025-06-24,2027-06-24,Renewed
1176,Ashley Miller,001-930-845-4267x398,garciadavid@example.org,2023-09-15,2025-09-14,Renewed
1105,Julie Johnson,847-579-8033x302,zenglish@example.com,2024-11-30,2025-11-30,Renewed
1091,Megan Coleman,(533)857-9957x21676,ryankathleen@example.org,2025-05-30,2025-11-26,Renewed
1086,Paul Hansen,001-322-570-5594,calebescobar@example.net,2025-03-17,2026-03-17,Renewed
1095,Kelly Bryant PhD,(998)995-6946x3572,parkerrollins@example.org,2024-03-27,2024-09-23,Expired
1079,Megan Bell,977-340-2993,johnconner@example.org,2025-05-11,2026-05-11,Renewed
1182,Melissa Saunders PhD,980.835.3996x710,kellyjames@example.com,2024-01-24,2024-07-22,Expired
1003,Emily Humphrey,(790)962-5974,restrada@example.com,2023-11-13,2024-05-11,Expired
1130,Gregory Anderson,+1-431-958-1971x655,kellyjessica@example.org,2024-04-04,2024-10-01,Expired
1038,Christopher Wright,(375)431-8789,wattsdaniel@example.org,2025-07-27,2026-07-27,Renewed
